source_file,source_fileId,sample_id,drillhole_id,depth,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,YM-29,,,polished thin section (davhar ongolson shlif) - petrography,Intermediate subvolcanic rock (intermediate subvolcanic / dyke-type intrusive),Дундлаг найрлагатай субвулкан,Структур: порфир маягийн (porphyritic); crystal size 0.5-3 mm,Плагиоклаз / plagioclase:50-70; Хлорит / chlorite (secondary); Актинолит / actinolite (secondary); Эпидот / epidote (secondary); Мусковит / muscovite (secondary); Карбонат / carbonate (secondary),"Intense: mafic minerals strongly replaced by chlorite, feldspars replaced by sericite (locally coarsened to muscovite); epidote-chlorite +/- carbonate aggregates; weakly cut by fractures",,"Эрчимтэй хувирсан, үндсэн хэсгийн дийлэнхийг плагиоклаз эзэлдэг чулуулаг. Плагиоклаз нь призмлэг идиоморф, урт тэнхлэгийн дагуу 0.5-3 мм, полисинтет ихэрлэлттэй боловч шаврын эрдэс, серицитэд түрэгдсэнээр ихэрлэлт нь сул ажиглагдана; зарим талстад серицит томорч мусковит болжээ. Хоёрдогч эрдсүүд нь актинолит (урт нарийхан, өнгөгүй, тод спайност) ба эпидот-хлоритын цацраг агрегат, заримдаа карбонаттай эвшсэн. Анхдагч чулуулаг нь дундлаг найрлагатай субвулкан буюу дайкийн төрлийн интрузив байсан бололтой.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,YM-27,,,polished thin section - petrography,Andesite porphyry (fine-grained diorite),андезит порфир (жижиг мөхлөгтэй диорит),Crystal size 0.2-4 mm; long narrow prismatic plagioclase with simple twinning,Плагиоклаз / plagioclase (andesine No.32-35):45-60; Кварц / quartz:15-20; Эпидот / epidote (secondary); Карбонат / carbonate (secondary),Weak - epidote and locally carbonate aggregates partly replace plagioclase; rock essentially unaffected by fracturing,Ore minerals scarce (хүдрийн эрдэс багатай),"Сулхан хувирсан, дан плагиоклазаас бүрдэлтэй чулуулаг. Анхдагч голлох эрдэс нь 4 мм хүртэл урт нарийхан призмлэг плагиоклаз (андезин №32-35) бөгөөд зарим мөхлөгт энгийн ихэрлэлт тод илэрнэ. Хоёрдогч эрдэс болох хурц шаргал эпидотын үүсвэр, заримдаа карбонатын агрегат плагиоклазыг хэсэгчлэн түрсэн байна. Плагиоклазын мөхлөгүүдийн завсраар кварцын ксеноморф мөхлөгүүд тааралдах ба анхдагч үүсвэр биш бололтой. Чулуулаг нь хувирал болон хагарал ан цавд бараг өртөөгүй.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,YT-20,,,polished thin section - petrography (printed as ҮТ-20 in Cyrillic; listed as YT-20 in the sample table),Amygdaloidal basalt / andesite-basalt,Миндалекаменный базальт-андезитбазальт,"Структур: порфир, миндалекаменный (porphyritic, amygdaloidal); crystal size 0.05-2 mm",Плагиоклаз / plagioclase:35-45; Миндал / amygdules:20-25; Шаврын эрдэс / clay minerals; Мусковит-серицит / muscovite-sericite; Хлорит / chlorite; Карбонат / carbonate; Эпидот / epidote; Кварц / quartz; Хүдрийн эрдэс / ore minerals,"Intense: coloured minerals strongly replaced by chlorite, feldspars by sericite; amygdules completely filled by carbonate aggregate and fine crystalline quartz; weakly fracture-cut","Гематит, гётит (hematite, goethite); square/tabular fine ore-mineral grains and clots in the groundmass; local fully oxidised red iron-oxide clots","Эрчимтэй хувирсан вулканоген чулуулаг. Анхдагч шигтгээ (плагиоклаз ба өнгөт эрдсийн реликт хэлбэрүүд) ба миндалууд нь харилцан адилгүй найрлагатай эрдсээр дүүргэгдсэн бөгөөд ихэвчлэн кварцын хавтгай ксеноморф талстууд үүссэн. Хөвөө хэсгээр хээрийн жоншны ксеноморф талст, төв хэсгээр кварц, эпидот, төмрөөр баялаг хлорит үүссэн ба миндалин нь бор саарал карбонатын агрегат ба жижиг талстлаг кварцаар бүрэн түрэгдсэн. Үндсэн хэсэг нь маш жижиг микролит плагиоклаз, хүдрийн эрдсийн жижиг ширхэг ба карбонатлаг агрегатаас бүрдэнэ; хүдрийн эрдсээс гематит, гётит тохиолдоно.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,YT-21,,,polished thin section - petrography (printed as ҮТ-21),Basalt / andesite-basalt (altered volcanic),базальт- андезитбазальт,Структур: гипидиоморф мөхлөгт (hypidiomorphic granular); crystal size 2-10 mm,Плагиоклаз / plagioclase:40-55; Амфибол / amphibole (relict):20-25; Кварц / quartz (secondary):15-20; Хлорит+карбонат / chlorite+carbonate; Магнетит / magnetite (ore minerals):>10,Plagioclase partly sericitised and carbonatised; amphibole relicts (0.5-1 mm prisms) completely replaced by chlorite-carbonate aggregate and iron oxide; groundmass intensely carbonatised,"Магнетит (magnetite) - square and irregular grains, ore minerals about 10%+","Хувирсан вулканит. Анхдагч эрдэс нь 3 мм хүртэл урт нарийхан шигтгээ плагиоклаз (дундлаг-суурилаг эгнээ), хэсэгчлэн серицитжиж карбонатжсан, мөн хлорит+карбонатлаг агрегатаар бүрэн түрэгдсэн 0.5-1 мм-ийн призмлэг амфиболын реликт мөхлөгүүд (чулуулгийн 20-25%). Үндсэн хэсэг нь эрчимтэй карбонатжсан плагиоклазын харьцангуй жижиг мөхлөг, бүрэн түрэгдсэн өнгөт эрдсийн реликт, хоёрдогч кварц, карбонат ба магнетитын квадрат хэлбэрийн ширхэгүүдээс бүрдэнэ. Хүдрийн эрдэс ойролцоогоор 10 гаруй хувийг эзэлнэ.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,YT-40,,,polished thin section - petrography (printed as ҮТ-40),Tuffite / tuffaceous sandstone; andesitic tuff with 2-8 mm rhyolite and andesite lithic clasts,"туффит, туфоэлсжин","Структур: порфир (porphyritic); clast/crystal size 0.03-8 mm; poorly rounded, unsorted",Чулуулгийн хэмхтэс / lithic clasts:30-45; Плагиоклаз / plagioclase:25-30; Кварц / quartz:10-15; Мусковит / muscovite; Серицит / sericite; Карбонат / carbonate; Эпидот / epidote,Carbonate and epidote widely distributed in the dark ore-rich cement,Dark ore-rich (хүдэрлэг) cement matrix with weak preferred orientation,"Тунамал, жижиг ширхэгтэй хэмхдэслэг чулуулаг. Хэмхлэс материал нь голдуу дундлаг вулканит, плагиоклаз ба кварцын бутархай, 2.2 мм хүртэл кварцит маягийн фельзитлэг агрегатлаг кварц зэрэг вулканоген тунамал чулуулаг, эрдсийн холимог бөгөөд мөлгөршилт сул, сортлолт байхгүй. Барьцалдуулагч материал нь хар бараан хүдэрлэг масс, бүдэг чиглэлтэй тархалттай, карбонат, эпидот их тархалттай. Риолит болон андезитын 2-8 мм хэмжээтэй хэмхдэс агуулсан андезит туф нь порфир структуртай ба үндсэн хэсэг нь бараан галт уулын шил, амфибол, багаар хээрийн жоншны ксеноморф талстаас бүрдэнэ.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,YT-38,,,polished thin section - petrography + mineragraphy + XRD,Andesite porphyry; ore: hematite-goethite-limonite low-grade ore,андезит порфир; Хүдэр: Гематит-гётит-лимонит ядуу хүдэр,"Структур: плагиопорфир; crystal size 0.2-4 mm. Ore texture: parallel, corrosion; ore grain size 0.01-4.8 mm","Плагиоклаз / plagioclase (andesine No.32-35, oligoclase-andesine):45-60; Кварц / quartz:15-20; Серицит / sericite (secondary); Карбонат / carbonate (secondary); Гематит / hematite:5; Гётит / goethite:2","Uniform sericitisation of plagioclase; oxidation of iron minerals reddens the rock; XRD: quartz, illite-2M2, calcite, goethite, labradorite, albite","Гематит 5% (white, tabular, anisotropic, brown-blue extinction, 0.01x0.1 to 0.04x0.2 mm; probably after pyrite); гётит 2% + лимонит as goethite-limonite pseudomorphs preserving tabular, rectangular, hexagonal and rhombohedral outlines of a precursor (probably pyrite), 0.005x0.005 to 0.11x0.65 mm","Дундлаг вулканит. Чулуулгийг суб-параллель байршилтай, серицитжиж хувирсан дундлаг эгнээний плагиоклазын жигдхэн 0.1-0.2 мм урттай мөхлөгүүд бүрдүүлнэ; плагиоклазын завсраар кварцын жижиг ксеноморф мөхлөг (хоёрдогч гаралтай ч байж болох) үүссэн. Төмөрлөг эрдсийн талст ба агрегат үүсвэр, тэдгээрийн исэлдлээс чулуулаг улаан өнгөтэй болсон. Минераграфийн хувьд гематит (5%) давамгайлж, гётит (2%) ба лимонит бага хэмжээтэй; гётит-лимонитийн псевдоморфоз нь анхдагч эрдсийн (магадгүй пирит) хавтанлаг, гексагон, ромбоэдр хэлбэрийг сайн хадгалж, хүдрийн бус эрдсээр хэсэгчлэн коррозилогдсон. XRD-ээр кварц, иллит-2M2, кальцит, гётит, лабрадорит, альбит тогтоогдов.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,YT-08,,,polished thin section - petrography + mineragraphy + XRD (printed as ҮТ-08 / YT08),Rhyodacite (acid volcanic); ore: hematite-pyrite disseminated ore,Риодацит; Хүдэр: гематит-пиритийн шигтгээлэг хүдэр,"Структур: порфир; crystal size 0.5-3 mm. Ore texture: corrosion, disseminated; ore grain size 0.001-2.0 mm",Плагиоклаз / plagioclase (acid):5-10 (phenocrysts); 70-80 as microlites; Кварц / quartz:25-30; Хувирсан биотит / altered biotite:~5; Хлорит / chlorite (secondary); Серицит / sericite (secondary); Циркон / zircon (accessory); Гематит / hematite:10-15; Пирит / pyrite:5,"Weak-moderate sericitisation of plagioclase; chlorite after biotite; red iron hydroxide accumulated in former phenocryst sites; XRD: quartz, labradorite, chlorite IIb-4, biotite, actinolite, hematite, pyrite","Гематит 10-15% (silvery grey, isotropic, rare; mostly slightly replaced by grey-white goethite, preserving tabular/rectangular/hexagonal/rhombohedral outlines; 0.01x0.01 to 0.46x0.56 mm; locally formed after pyrite); Пирит 5% (pale yellow, sharp wavy boundaries, corroded and rimmed by secondary ore minerals; 0.01x0.02 up to 4.1x5.6 mm blotchy aggregates)","Хүчиллэг вулканит. Чулуулгийн 70-80%-ийг хүчиллэг плагиоклазын нарийхан зүүлэг микролит, 20-30%-ийг кварцын жижиг агрегатлаг болон шигтгээ үүсвэрүүд эзэлнэ. Фенокристаллаар идиоморф призмлэг, полисинтет ихэрлэлттэй плагиоклазын 1-3 мм талстууд тохиолдох ба серицитэд жигд дунд зэрэг хувирсан. Кварц юм уу плагиоклазын томхон шигтгээ байсан зайд улаан төмрийн усан исэл хуримтлагдаж толболог ялгарал үүсгэжээ. Минераграфаар гематит (10-15%) давамгайлж, пирит (5%) хүдрийн хоёрдогч эрдсээр коррозилогдож 4.1х5.6 мм хүртэл толболог агрегат үүсгэнэ.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
Report_microscope_20221012.pdf,1sBdqf9GC7ZO_690r9rE2R6QhJe2cq54t,2022-01,,,polished section (аншлиф) - mineragraphy + XRD only,Hematite-goethite-hydrogoethite ore,Гематит-гётит-гидрогётитийн хүдэр,"Структур/текстур: коррози, шигтгээлэг, судлархаг (corrosion, disseminated, veined); ore grain size 0.005-1.1 mm",Гематит / hematite:60-70; Гётит / goethite:20-30; Гидрогётит / hydrogoethite:minor,Supergene oxidation; XRD (sample 2022-01): goethite + hematite only,"Гематит (white, tabular, anisotropic, brown-blue extinction, forming radial aggregates in fractures, 0.01x0.1 to 0.04x0.2 mm); гётит-лимонитийн псевдоморфоз (grey-white with red internal reflection, partly corroded by gangue, clotted aggregates, 0.005x0.005 to 0.11x0.65 mm)","Гематит-гётит-гидрогётитийн хүдэр. Хүдрийн эрдсүүдэд гематит (60-70%) болон гётит (20-30%) давамгайлж, бага хэмжээгээр гидрогётит тохиолдоно. Гематит нь цагаан өнгөтэй, хавтанлаг, анизотроп, борхүрэн хөхөвтөр унтралттай ба голдуу ан цавуудад цацраг маягийн агрегат үүсгэжээ. Гётит-лимонитийн псевдоморфоз нь улаан дотоод рефлекстэй, хүдрийн бус эрдсээр хэсэгчлэн коррозилогдож бөөгнөрсөн агрегат үүсгэнэ. XRD-ээр зөвхөн гётит ба гематит тогтоогдсон.","Mireslab Mongol LLC (Миреслаб Монгол) - Ж. Эрдэнэбаяр (J. Erdenebayar); Report #004 / Order #003; contact B. Batkhurel (Innova Mineral). Sections prepared at Geological Central Laboratory (from 3 Aug 2022); microscopy at MUST Mineral Resources & Geoinformation Centre on Nikon Eclipse LV100-POL; XRD at Akita, Japan",2022-10-12
MINERALOGICAL-DESCRIPTIONS_2023.03.25.pdf,1PqskoIsimAuRzmS2h6uQeKGz1cv2ZHoq,2023Nisample,,,polished thin section + powder (XRD) + SEM-EDS,Supergene Ni ore - garnierite / nickeliferous goethite-limonite in fractures,,Colloform garnierite fracture fillings; amorphous green fillings with vertical gradation from whitish todorokite at base to grass-green garnierite upward; garnierite phenocryst-like bodies surrounded by chalcedony,"Quartz, syn (XRD); Garnierite (Ni,Mg)3Si2O5(OH)4 (XRD); Goethite Fe2O3.H2O (XRD); Montmorillonite-chlorite (XRD); Todorokite Ca0.8(Mn4O8)(H2O)2 (XRD)",Supergene/lateritic weathering of serpentinised ultramafic rock; secondary Ni enrichment of pre-existing fracture fills by circulating Ni-bearing solutions,"Goethite (blackish grey, <50 um, anhedral, weak pleochroism, anisotropic, moderate reflectance) with goethite exsolutions in garnierite","Greenish supergene Ni sample in which most fractures are filled by colloform garnierite of homogeneous green colour, interpreted as a single mineralising episode. Other fractures filled by amorphous material show a vertical gradation over a few decimetres from whitish, nearly Ni-free todorokite at the base to grass-green garnierite above, attributed to secondary enrichment by circulating Ni-bearing solutions. XRD gave quartz, garnierite, goethite, montmorillonite-chlorite and todorokite; SEM-EDS spots returned up to 17.8 wt% Ni with 10.0 wt% Co and 9.9 wt% Cu in Mn-rich phases and 4.0 wt% Ni in a Si-Mn phase. Nickeliferous limonite/goethite makes up the major portion of the ore.","Mireslab Mongol LLC - Jamsran Erdenebayar; Report #001 / Order No 001; contact Batkhurel. Sections prepared at MiReSLab Japan; XRD Rigaku SmartLab (MiReSLab Japan); SEM-EDS JEOL JSM 5400 + Oxford, Akita University",2023-03-15
Thin and polish-1.docx,1DfMbUNC3_4pIxEMFYjDPUb3TQZ5WHzM2,SH-14,,,polished thin section (ӨТШлиф),Malachite-bearing iron oxide ore,Малахиттай төмрийн ислийн хүдэр,"Структур: гранобласт, бүслүүрлэг. Текстур: судлархаг, линзлэг. Mineral grain size 0.003-0.5 mm",Гётит / goethite:65-70; Гидрогётит / hydrogoethite:20-25; Малахит / malachite:3-5,Oxidation; goethite replaced from margins by hydrogoethite along 0.01-0.3 mm discontinuous seams,"Goethite-hydrogoethite (ore mineral paragenesis: goethite-hydrogoethite, malachite)","Төмрийн ислийн эрдсээс зонхилон бүрдэх хүдэр. Нэвтэрсэн гэрэлд төмрийн ислүүд изотроп, хар өнгөтэй, зарим хэсэгтээ улаан хүрэн, 0.01-0.3 мм өргөнтэй судланцруудаар зүсэгдсэн. Ойсон гэрэлд гётит (бүдэг саарал, сулавтар бүслүүрлэг, цул масс) захаасаа гидрогётитоор түрэгдэн исэлдсэн; гидрогётит улбар шар-хүрэн дотоод рефлекстэй. Төмрийн ислийн масс нүх сүвэрхэг ба нүх сүвийн зах хэсгээр малахитын маш жижиг ширхэгт агрегат, 0.003-0.05 мм өргөнтэй линз, судланцар үүссэн. Микроскопоор никелийн эрдэс ажиглагдаагүй - никель нь төмрийн исэл дотор хольц байдлаар агуулагдсан байх магадлалтай (SEM-ээр нарийвчлах шаардлагатай).","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
Thin and polish-1sh.docx,1UiyI5UX26_xmf4BTJIIUTL2yWWZ-FGEa,SH-18,,,polished thin section (ӨТШлиф),Chlorite-albite metasomatite after diorite,Диоритоор үүссэн хлорит-альбитат метасоматит,"Структур: микролепидогранобласт, реликт призмлэг мөхлөгт. Текстур: сулавтар занарлаг. Grain size 0.01-0.3 mm",Хувирсан плагиоклаз / altered plagioclase (albite):45-50; Хлоритын псевдоморфоз / chlorite pseudomorphs:15-20; Магнетит / magnetite:ганц нэг (rare); Титанит / titanite:цөөн (few); Пирротин / pyrrhotite:ганц нэг (rare); Альбит (эпигенет) / epigenetic albite; Кварц (эпигенет) / epigenetic quartz; Карбонат (эпигенет) / epigenetic carbonate,Very strong metasomatic alteration - protolith diorite texture only poorly preserved; plagioclase recrystallised to fine granoblastic albite; biotite/hornblende replaced by chlorite +/- muscovite pseudomorphs; late albite-quartz-carbonate veinlets 0.1-0.3 mm,"Ore paragenesis magnetite - titanite - leucoxene - pyrrhotite - hydrogoethite. Magnetite isometric euhedral 0.01-0.08 mm, locally martitised; leucoxenised titanite (sphene) 0.05-0.1 mm; pyrrhotite pale yellow-grey 0.01-0.05 mm","Сулавтар нэг зүг чиглэлтэй, хлорит-альбитаас тогтсон лепидогранобласт агрегатаас бүрдэх метасоматит. Анхдагч чулуу нь метасоматоз хувиралд маш хүчтэй хувирч реликт призмлэг мөхлөгт, бичил гипидиоморфлог бүтцээ муухан хадгалсан. Зонхилох хувийг 0.01-0.1 мм альбитын мөхлөгөөс тогтсон бичил гранобласт агрегат эзлэх ба реликт хавтгай призмлэг хэлбэр нь анхдагч плагиоклазын дахин талсжилтыг илтгэнэ. Тэдгээрийн завсраар 0.1-0.4 мм хэмжээтэй, бага зэрэг мусковиттай хлоритын псевдоморфозууд (анхдагч биотит/эвэрхуурмагаар үүссэн бололтой) жигд тархсан. Ойсон гэрэлд титанит, магнетит, пирротины бичил шигтгээ хлориттой ассоциациар үүссэн.","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
Thin and polish-2sh.docx,15hjIW8slda5_7rpK_Hkbvake7Qq7J0pW,SH-14-1,,,polished thin section (ӨТШлиф),Silicified actinolite-chlorite-clinozoisite-sericite metasomatite (after quartz diorite),Цахиуржсан актинолит-хлорит-циозит-серицитэт метасоматит (кварцат диоритоор үүссэн),"Структур: микролепидогранобласт, реликт призмлэг мөхлөгт. Текстур: цул нягт. Grain size 0.01-0.3 mm",Эпидот-циозит-серицитэт агрегат (after plagioclase):45-50; Хлорит / chlorite:15-20; Амфибол / amphibole:15-20; Кварц / quartz:10; Биотит / biotite:3-5; Актинолит / actinolite:3-5; Гётит / goethite:0.5-1.0; Гидрогётит / hydrogoethite:цөөн (few); Магнетит / magnetite:ганц нэг (rare); Гематит / hematite:цөөн (few); Сфен / sphene:ганц нэг (rare); Кварц (эпигенет) / epigenetic quartz:5,Very strong metasomatism - relict texture poorly preserved; plagioclase replaced by near-isotropic epidote-clinozoisite-sericite aggregate; hornblende pseudomorphed by chlorite-actinolite; cut by late quartz veinlets 0.1-0.5 mm,"Ore paragenesis magnetite - hematite - goethite - hydrogoethite. Hematite isometric to prismatic 0.03-0.2 mm with relict magnetite inclusions; coarser zoned disseminated hematite/goethite grains 0.1-1.2 mm, some inside quartz veinlets; sphene 0.1-0.2 mm","Эпидот-циозит-серицитэт агрегат ба тэдгээрийн завсраар үүссэн хлорит, актинолитоос тогтсон лепидогранобласт агрегатаас зонхилон бүрдэх метасоматит. Зонхилох хувийг эзлэх хагас изотроп эпидот-циозит-серицитэт агрегатын реликт хавтгай призмлэг хэлбэрээс үзвэл анхдагч плагиоклазаар үүссэн; завсар хооронд хлорит-актинолитоос тогтсон, эвэр хуурмагаар үүссэн бололтой псевдоморфозууд (0.1-0.3 мм) жигд тархсан. Изометрлэг кварцын мөхлөгүүд (0.1-0.2 мм) пойкилитоор хлорит, актинолит, эпидот агуулна. Ойсон гэрэлд гематит, гётит бичил шигтгээ байдлаар хлорит-актинолиттай ассоциациар үүссэн ба зарим гематит дотор магнетитын реликт ажиглагдана.","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
Thin and polish-2sh.docx,15hjIW8slda5_7rpK_Hkbvake7Qq7J0pW,SH-16,,,polished thin section (ӨТШлиф),Weakly carbonatised iron oxide ore,Сулавтар карбонатчлагдсан төмрийн ислийн хүдэр,"Структур: микролепидогранобласт, реликт призмлэг мөхлөгт. Текстур: цул нягт. Grain size 0.01-0.3 mm",Гётит / goethite:70-75; Гидрогётит / hydrogoethite:20-25; Карбонат / carbonate:5-10,Oxidation (goethite -> hydrogoethite) plus weak carbonatisation; cut by fine carbonate lenses and veinlets 0.01-0.2 mm,"Goethite-hydrogoethite (paragenesis goethite-hydrogoethite); goethite dull grey with weak zoning forming massive aggregate, hydrogoethite with orange-brown internal reflection","Төмрийн ислийн эрдсээс зонхилон бүрдэх хүдэр. Нэвтэрсэн гэрэлд төмрийн ислүүд изотроп, хар, зарим хэсэгтээ улаан өнгөтэй, 0.01-0.2 мм өргөнтэй судланцруудаар зүсэгдсэн. Ойсон гэрэлд гётит нь бүдэг саарал, сулавтар бүслүүрлэг бүтэцтэй цул масс үүсгэх ба захаасаа 0.01-0.2 мм өргөнтэй гидрогётитоор түрэгдэн исэлдсэн. Төмрийн ислийн масс нь бичил ширхэгт карбонатаас тогтсон 0.01-0.2 мм өргөнтэй линз, судланцруудаар зүсэгдсэн байна.","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
Thin and polish-4.docx,1ip2bAQRB303SZq0R5zbY0CBuhQnA02cs,2107,,,polished thin section (ӨТШлиф),Amphibolite after gabbro (medium-grained),Габброгоор үүссэн амфиболит,"Структур: нематобластлаг, реликт гипидиоморфлог. Текстур: цул нягт. Grain size 1.0-5.0 mm",Эвэр хуурмаг / hornblende:80-85; Хлорит / chlorite (secondary):5-10; Актинолит / actinolite (secondary):10-15; Ильменит / ilmenite:цөөн (few); Гётит / goethite:цөөн (few); Гидрогётит / hydrogoethite:цөөн (few),Hornblende replaced from margins by actinolite and chlorite; locally strongly replaced by actinolite-chlorite micronematolepidoblastic aggregate leaving hornblende relicts; goethite micro-lenses and veinlets along cleavage colour the surroundings orange-brown,"Ore paragenesis ilmenite - hematite. Ilmenite brownish-grey, tabular-prismatic 0.05-0.2 mm, anisotropic, disseminated, slightly replaced at margins by leucoxene and hydrogoethite","Харьцангуй том ширхэгтэй, бараг дан ганц эвэр хуурмагаас бүрдэх амфиболит. Эвэр хуурмаг нь цайвар бор хүрэн өнгөтэй, хавтгай призмлэг, 1.0-5.0 мм, унтралын өнцөг 16-22 градус, захаасаа актинолит, хлоритод хувирсан. Реликт гипидиоморфлог бүтцээс үзвэл амфиболит нь габброгоор үүссэн байх магадлалтай. Хувирсан эвэр хуурмагийн мөхлөг дотор ильменит, гётит, гематит, гидрогётит цөөнөөр ялгарч, ильменит захаасаа лейкоксен, гидрогётитоор бага зэрэг түрэгдсэн байна.","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
Thin and polish-4.docx,1ip2bAQRB303SZq0R5zbY0CBuhQnA02cs,2104-1,,,polished thin section (ӨТШлиф),Amphibolite after gabbrodiorite porphyry (amphibolitised gabbrodiorite porphyry),Габбродиорит порфироор үүссэн амфиболит /амфиболжсон габбродиорит порфир/,"Структур: реликт шигтгээлэг, үндсэн хэсэг реликт призмлэг мөхлөгт, лепидонематобласт. Текстур: цул нягт. Phenocrysts 0.5-2.0 mm, groundmass 0.1-0.3 mm",Эвэр хуурмаг / hornblende:65-70; Серицит-актинолит-хлоритын псевдоморфоз (after plagioclase):25-30; Актинолит / actinolite (secondary):5-10; Ильменит / ilmenite:0.5-1.0; Гётит / goethite:цөөн (few); Пирит / pyrite:цөөн (few); Гидрогётит / hydrogoethite:цөөн (few); Лейкоксен / leucoxene:цөөн (few),Strong amphibolitisation - most of the rock converted to actinolite-hornblende nematoblastic aggregate; original plagioclase completely replaced by sericite-actinolite-chlorite pseudomorphs,"Ore paragenesis ilmenite - pyrite - goethite - hydrogoethite - leucoxene. Ilmenite brownish grey, tabular-prismatic 0.03-0.2 mm, evenly disseminated, slightly replaced by leucoxene; pyrite white-yellow euhedral 0.02-0.2 mm in lenses, rimmed and replaced by goethite/hydrogoethite","Эвэр хуурмагийн реликт шигтгээнүүд (30-35%) болон эвэр хуурмаг, серицит-актинолит-хлоритын псевдоморфозоос тогтсон үндсэн хэсгээс бүрдэнэ. Реликт бүтцээс үзвэл анхдагч чулуу нь габбродиорит порфир байсан бөгөөд хүчтэй амфиболжих хувирлын үр дүнд дийлэнх хэсэг нь актинолит-эвэр хуурмагаас тогтсон нематобласт агрегатад шилжсэн. Эвэр хуурмагийн реликт шигтгээ нь 0.5-2.0 мм, унтралын өнцөг 17-20 градус, захаасаа актинолит, хлоритод хувирсан. Ойсон гэрэлд ильменит, гётит, пирит, гидрогётит тодорхойлогдсон.","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
